call_id,customer_id,phone_number,tower_id,call_type,call_duration_seconds,data_usage_mb,signal_strength_dbm,call_timestamp,call_success,revenue_naira,network_type,roaming,phone_valid,signal_valid,call_hour,day_of_week,call_month,customer_segment,signal_quality
d9ed8b96-a007-42d8-8cbb-3eccba906247,CU001037,80611434940,TW0024,Sms,3925.0,1605.3,-106.0,2024-03-02 13:01:31,False,256.1,4G,False,80611434940,True,13,Saturday,March,Low,Poor
1d40d38c-bba9-4ded-8b47-ee65627912b3,CU001441,90258268960,TW0127,Data,5795.0,0.0,-72.0,2024-02-23 21:47:49,True,315.46,3G,False,90258268960,True,21,Friday,February,Low,Good
2f128b5e-8c85-4ad9-876c-4e3e9c3dc9b7,CU001175,70215230670,TW0049,Sms,7042.0,302.13,-61.0,2024-01-06 19:15:55,True,986.81,3G,False,70215230670,True,19,Saturday,January,High,Good
0df61e5a-c369-4981-88d1-82962c7509a1,CU000687,80734388000,TW0044,Data,42.0,2464.44,-79.0,2024-05-18 06:39:49,False,894.17,5G,True,80734388000,True,6,Saturday,May,High,Fair
a145d418-04f7-46e0-8960-8841d98fec16,CU000482,90948035790,TW0133,Sms,0.0,1030.96,-95.0,2024-04-11 08:28:23,True,413.3,4G,True,90948035790,True,8,Thursday,April,Medium,Poor
98202b41-dd69-4424-8d97-c6ff569c2619,CU000473,80443319850,UNKNOWN,Data,723.0,2001.62,-78.0,2024-03-29 03:47:49,True,253.06,2G,True,80443319850,True,3,Friday,March,Low,Fair
73990b85-9fdf-43a4-9ae4-f3e5f79fc3af,CU001440,81723838170,UNKNOWN,Sms,560.0,2695.07,-81.0,2024-04-08 10:21:21,True,379.08,4G,True,81723838170,True,10,Monday,April,Medium,Fair
2081e365-dc00-4430-b73f-c1c644da5f9f,CU000524,80644207000,TW0064,Data,6380.0,4958.34,-109.0,2024-03-09 18:22:43,True,787.93,2G,True,80644207000,True,18,Saturday,March,High,Poor
9ea61c9e-96c0-49ba-bf4e-d3bf12d0c3f5,CU000848,70529513640,INVALID_TW9088,Voice,1127.0,3877.18,-54.0,2024-04-06 23:55:51,False,390.58,4G,False,70529513640,True,23,Saturday,April,Medium,Good
0b17043e-e280-4468-b840-6bebd6757955,CU000666,81793202470,TW0015,Data,0.0,4899.2,-87.0,2024-01-08 22:50:16,True,240.55,4G,False,81793202470,True,22,Monday,January,Low,Fair
be5e19c8-4a80-4082-855e-fa3badb614cc,CU000070,70132937210,TW0122,Sms,-1721.0,2435.07,-36.0,2024-05-27 12:27:36,False,293.68,2G,False,70132937210,True,12,Monday,May,Low,Excellent
cfd8434d-14fb-418a-b3bf-e9b0055e8eff,CU000268,80674307360,TW0091,Data,1380.0,4836.15,-112.0,2024-06-14 10:43:07,True,711.6,4G,False,80674307360,True,10,Friday,June,High,Poor
65694b64-c712-4527-9e21-26f25cfc97ca,CU001472,81394174370,TW0132,Data,5599.0,265.1,-75.0,2024-05-22 23:15:02,True,873.96,4G,True,81394174370,True,23,Wednesday,May,High,Good
76b8b34a-09cb-4203-8223-dd29ce6c514a,CU001446,80481642740,TW0074,Voice,6945.0,1226.12,-101.0,2024-05-18 18:35:07,False,48.28,3G,False,80481642740,True,18,Saturday,May,Low,Poor
87b4dd23-2307-4157-bd04-a752c2095678,CU000968,81319362110,TW0117,Sms,678.0,2801.84,-112.0,2024-05-14 15:46:36,False,115.99,5G,True,81319362110,True,15,Tuesday,May,Low,Poor
456561ed-aa25-4105-82c4-20b06c44dfee,CU001460,81624292080,TW0066,Voice,844.0,4281.29,-47.0,2024-04-27 16:58:34,False,970.07,3G,False,81624292080,True,16,Saturday,April,High,Excellent
7beb190f-ec51-40fa-9721-35a9509106f9,CU001146,90218779050,TW0124,Voice,5963.0,23.66,-49.0,2024-01-31 17:53:01,True,754.95,5G,False,90218779050,True,17,Wednesday,January,High,Excellent
abdc6f18-bbfb-406c-a6c0-cc79542af760,CU000844,70255469370,TW0105,Voice,1215.0,1802.93,-94.0,2024-05-20 16:08:06,True,829.11,3G,False,70255469370,True,16,Monday,May,High,Poor
f1b87aad-f9b7-4393-89f8-d50b5b8e21a1,CU000504,80947289640,TW0006,Voice,6362.0,3157.57,-67.0,2024-06-29 01:36:56,False,272.96,4G,True,80947289640,True,1,Saturday,June,Low,Good
5fa41120-1e4b-4283-8410-f012635dd98c,CU000624,81755128790,TW0112,Data,7087.0,3420.57,-76.0,2024-01-16 12:23:43,True,89.81,4G,True,81755128790,True,12,Tuesday,January,Low,Fair
937cb41a-1c0c-4c21-825c-ee749d93f86f,CU001183,90637224260,TW0070,Sms,0.0,201.79,-104.0,2024-02-08 21:57:16,False,171.83,4G,False,90637224260,True,21,Thursday,February,Low,Poor
910d347e-80d5-41a2-b4bf-22754d4990e3,CU000068,90935763900,INVALID_TW9932,Data,3780.0,4100.09,-115.0,2024-04-07 11:07:08,False,708.09,3G,False,90935763900,True,11,Sunday,April,High,Poor
b54843ca-a158-45eb-92ad-63fe107145ae,CU000734,90615067890,TW0007,Sms,1719.0,4620.75,-94.0,2024-02-19 05:49:49,False,465.35,3G,False,90615067890,True,5,Monday,February,Medium,Poor
58097512-3529-458b-bf00-184994835589,CU000073,80638640800,TW0149,Data,1879.0,0.0,-114.0,2024-01-02 00:17:12,False,233.22,3G,False,80638640800,True,0,Tuesday,January,Low,Poor
e84726c3-234d-44a2-a840-0f416ece0dc3,CU000576,70563368130,TW0132,Voice,5198.0,412.45,-58.0,2024-05-20 11:48:59,False,477.52,5G,True,70563368130,True,11,Monday,May,Medium,Good
d1803ebb-6555-4cb5-aadf-3f39097eaf78,CU001446,70568092230,TW0099,Sms,2477.0,0.0,-58.0,2024-06-19 04:40:52,False,198.22,4G,False,70568092230,True,4,Wednesday,June,Low,Good
0532e37e-e3df-4c8d-adf1-308d85216ce3,CU000272,81661971280,TW0053,Data,4555.0,4013.94,-43.0,2024-04-26 22:23:01,False,164.98,4G,True,81661971280,True,22,Friday,April,Low,Excellent
69f178b6-b1d2-4135-9a4a-eb1a221034e0,CU000744,81374883460,TW0108,Data,5578.0,0.0,-70.0,2024-04-21 07:19:31,True,471.03,4G,True,81374883460,True,7,Sunday,April,Medium,Good
868e6ec7-5d88-47c2-b492-d06e043a5226,CU001196,81691514020,TW0064,Voice,5043.0,3653.57,-78.0,2024-02-17 21:28:18,False,572.76,5G,False,81691514020,True,21,Saturday,February,Medium,Fair
a78f5ba3-7f67-4600-8fd2-77be94ddd09a,CU000592,90512119020,TW0087,Voice,0.0,1601.93,-75.0,2024-04-02 04:47:54,False,15.7,3G,False,90512119020,True,4,Tuesday,April,Low,Good
d5032f8e-665d-4bcb-b9f7-0a5afa8d1e49,CU000771,80624007320,TW0053,Sms,6085.0,1754.62,-61.0,2024-02-22 06:38:04,True,667.53,2G,True,80624007320,True,6,Thursday,February,High,Good
d6a46576-ebc4-48f4-bd65-76880d42a4b4,CU001064,80940204460,INVALID_TW9010,Sms,5898.0,114.53,-101.0,2024-04-15 15:32:22,False,630.1,4G,True,80940204460,True,15,Monday,April,Medium,Poor
2cbe3acd-4dd1-48ad-99b1-21ee593d00f7,CU001263,80374552000,TW0015,Data,4910.0,483.64,-30.0,2024-06-17 08:26:27,True,254.94,5G,False,80374552000,True,8,Monday,June,Low,Excellent
1245f4d7-e886-4c67-b12a-8264791b159f,CU000541,81632746390,TW0071,Voice,4966.0,2540.56,-56.0,2024-01-11 21:24:17,True,802.22,3G,False,81632746390,True,21,Thursday,January,High,Good
4c28f8c0-3d2b-49ac-85f7-2df95c696113,CU000904,70272402670,TW0123,Sms,3525.0,2914.19,-110.0,2024-04-19 10:22:35,True,710.16,3G,False,70272402670,True,10,Friday,April,High,Poor
b454f4b5-ad3a-4994-bd17-25243cf0de4b,CU000620,80921309010,TW0012,Sms,4269.0,1074.29,-75.0,2024-04-16 00:10:37,False,785.4,5G,False,80921309010,True,0,Tuesday,April,High,Good
7b0a5b4f-bb64-4c3d-aaa7-9a3b48723033,CU000141,80477888570,INVALID_TW9896,Voice,2410.0,4280.75,-51.0,2024-01-24 03:12:58,True,625.47,3G,True,80477888570,True,3,Wednesday,January,Medium,Good
c68824ae-3d6a-43cc-bdc2-892e0d45bfea,CU001376,80679324000,TW0031,Voice,0.0,0.0,-52.0,2024-04-22 04:38:54,False,707.14,4G,False,80679324000,True,4,Monday,April,High,Good
af424f64-dc0a-4ba6-a0c0-8e3e9626d522,INVALID_CU992011,80641161230,TW0094,Voice,3461.0,4814.19,-103.0,2024-01-20 08:02:42,True,943.67,3G,False,80641161230,True,8,Saturday,January,High,Poor
f5427433-9d95-41f2-9afd-d09e8b184ca5,CU001005,90560149200,TW0019,Data,1376.0,2771.84,-38.0,2024-01-17 19:54:38,False,195.67,3G,True,90560149200,True,19,Wednesday,January,Low,Excellent
2b473980-62a0-4e37-8346-97b26a3083a1,CU001190,90596707450,TW0131,Data,1111.0,3940.15,-84.0,2024-06-18 00:56:37,True,633.27,4G,False,90596707450,True,0,Tuesday,June,Medium,Fair
39ba0ea1-28de-425f-8a20-2d67aece4234,CU000705,80757768000,INVALID_TW9295,Data,533.0,244.77,-66.0,2024-01-02 23:50:51,True,839.83,4G,False,80757768000,True,23,Tuesday,January,High,Good
f14dc08a-59dc-4aa1-9ebc-471394f76143,CU000714,70515065160,TW0140,Data,332.0,708.3,-110.0,2024-03-19 13:11:20,False,674.48,3G,True,70515065160,True,13,Tuesday,March,High,Poor
fe4ed250-c569-4ad3-9174-2bb29ec03987,CU001230,81388166460,TW0100,Data,1599.0,1953.73,-84.0,2024-05-06 18:58:00,True,966.09,3G,False,81388166460,True,18,Monday,May,High,Fair
18abe32c-7b0a-492d-97ce-7636c931b12a,CU000800,80376912000,TW0100,Sms,6297.0,1995.09,150.0,2024-03-19 13:30:41,True,124.94,4G,False,80376912000,False,13,Tuesday,March,Low,Excellent
f1ad33dc-bfb8-4677-8469-42d8ba45659d,CU000605,77645343300,TW0126,Sms,515.0,4109.3,-104.0,2024-02-22 23:24:53,True,0.69,4G,False,77645343300,True,23,Thursday,February,Low,Poor
55128ab5-7bff-4cd8-b3f6-dcd48e03443b,CU000129,70563368130,TW0080,Sms,884.0,4246.12,-101.0,2024-01-03 08:23:58,True,16.66,4G,True,70563368130,True,8,Wednesday,January,Low,Poor
46dda16a-c071-4cfb-9e7f-e51772bc021b,CU001487,70855074480,TW0063,Data,1012.0,55583.0,-75.0,2024-03-10 00:51:57,False,511.99,4G,False,70855074480,True,0,Sunday,March,Medium,Good
47dfeda7-b33a-47b7-8496-27c08941d826,CU000987,80931776670,TW0120,Sms,4456.0,4369.35,-101.0,2024-01-25 23:33:05,False,653.14,2G,False,80931776670,True,23,Thursday,January,Medium,Poor
8b1efc17-0243-4e56-bb7f-898a4d2c19b5,CU000837,80925975200,TW0080,Data,3794.0,3082.76,-93.0,2024-06-22 09:32:33,True,195.42,5G,False,80925975200,True,9,Saturday,June,Low,Poor
ff7f4e80-9abd-4ead-9b5f-a627b75502f2,CU001091,70453565720,TW0097,Data,4472.0,1496.14,-56.0,2024-04-24 22:58:24,False,604.18,2G,True,70453565720,True,22,Wednesday,April,Medium,Good
4d45fb08-8550-4262-a3cb-aaeca06d3dde,CU001219,90935763900,TW0053,Voice,6964.0,4053.87,-74.0,2024-02-28 00:05:01,True,746.31,3G,True,90935763900,True,0,Wednesday,February,High,Good
698ecd4a-eb3d-4f64-9108-13b0dec03560,CU001458,80661577850,TW0128,Voice,2915.0,3584.71,-53.0,2024-05-14 04:07:23,True,499.14,4G,False,80661577850,True,4,Tuesday,May,Medium,Good
25a512c6-6131-4294-bdb1-e413974344c2,CU001006,70862884000,TW0057,Sms,0.0,4762.89,-75.0,2024-02-11 14:13:43,False,980.56,3G,False,70862884000,True,14,Sunday,February,High,Good
b97826a6-4e0e-4c8e-8d77-d8821af33e44,CU000635,80960624000,TW0102,Voice,0.0,1279.19,-92.0,2024-04-13 22:08:10,True,120.15,3G,False,80960624000,True,22,Saturday,April,Low,Poor
1d4b20f9-6748-48d0-9525-99bb135e87b3,CU000436,90381413400,TW0149,Sms,4124.0,4791.93,-49.0,2024-03-07 23:49:23,True,569.92,3G,True,90381413400,True,23,Thursday,March,Medium,Excellent
fbb081b7-7df4-41d5-b2a9-a723a83fea7d,CU000560,80673885480,TW0102,Sms,1897.0,1011.92,-87.0,2024-02-22 13:22:06,True,966.87,3G,True,80673885480,True,13,Thursday,February,High,Fair
c3af0f75-2d17-4f29-9520-79c1599faf88,CU001398,90539642980,TW0061,Voice,6202.0,1534.65,-92.0,2024-04-06 23:52:35,False,572.72,4G,False,90539642980,True,23,Saturday,April,Medium,Poor
b558e4c5-36bd-4e26-9ca9-fe74c4986fb1,CU000214,70841284590,TW0147,Voice,6989.0,4547.95,-47.0,2024-05-07 17:27:04,False,833.45,4G,True,70841284590,True,17,Tuesday,May,High,Excellent
7ec45ea9-7963-4e82-8e04-9aa941c5c3c4,CU000451,81334527560,TW0019,Sms,4549.0,2738.63,-82.0,2024-02-15 12:07:23,True,33.16,2G,True,81334527560,True,12,Thursday,February,Low,Fair
45191a1c-1767-41fc-a3d3-31883483b53d,CU000001,90589840750,UNKNOWN,Voice,1502.0,2063.49,-41.0,2024-02-10 12:49:52,True,825.52,3G,True,90589840750,True,12,Saturday,February,High,Excellent
ca91fed6-9f24-4bf7-8a17-8ab9263a0cfe,CU000702,77910622100,TW0147,Sms,3942.0,3307.4,-200.0,2024-06-05 01:51:11,False,458.07,5G,True,77910622100,False,1,Wednesday,June,Medium,Poor
71cf2023-0188-404b-bbf3-9c1e1737def3,CU000793,90263911240,TW0094,Data,3594.0,4479.03,-41.0,2024-04-30 15:29:00,False,115.63,4G,True,90263911240,True,15,Tuesday,April,Low,Excellent
5448c868-80a1-4722-8319-5b9b2f9d9384,CU000422,81338657010,TW0120,Data,1498.0,4250.24,-75.0,2024-04-18 16:21:43,False,200.47,4G,True,81338657010,True,16,Thursday,April,Low,Good
e49c0965-19ce-40c9-9ae4-706433aa49c9,CU001428,70524110260,TW0076,Voice,7007.0,1357.71,-99.0,2024-04-07 12:51:55,True,735.35,4G,False,70524110260,True,12,Sunday,April,High,Poor
3afa767c-e717-463b-8a31-e58756958117,CU001297,81622015560,TW0067,Data,3625.0,1744.35,-90.0,2024-03-11 07:28:31,True,600.52,2G,True,81622015560,True,7,Monday,March,Medium,Fair
81e35bf2-717c-4fe2-ace5-a290cc83f331,CU000645,81848932090,TW0135,Voice,5256.0,1663.83,-200.0,2024-03-30 06:46:34,False,924.91,4G,False,81848932090,False,6,Saturday,March,High,Poor
b301d04a-cd5c-4600-b24f-8401e7e10db2,CU001058,70579881870,TW0037,Voice,4366.0,2907.13,-83.0,2024-04-11 04:57:31,False,822.24,4G,True,70579881870,True,4,Thursday,April,High,Fair
1ad3221b-66ec-43b2-8820-6b6c80e15849,CU001452,90342998480,TW0038,Sms,4715.0,4078.58,-109.0,2024-01-06 12:19:33,True,591.9,5G,False,90342998480,True,12,Saturday,January,Medium,Poor
d2d89cf5-2de9-4efc-bbd3-83bf1bc345fc,CU000484,80654022490,TW0133,Sms,177.0,1317.93,-79.0,2024-04-24 11:42:48,True,409.89,3G,False,80654022490,True,11,Wednesday,April,Medium,Fair
cbbca170-be9a-4c68-995d-1dd2b3065ab9,CU000887,81841672970,TW0136,Data,495.0,3182.54,-51.0,2024-06-23 03:08:12,False,461.72,4G,True,81841672970,True,3,Sunday,June,Medium,Good
ac1e1a1f-2b19-40d2-b8ab-669a4f0de17d,CU000210,90655419710,TW0077,Voice,1696.0,0.0,-75.0,2024-04-24 12:54:41,False,119.11,2G,False,90655419710,True,12,Wednesday,April,Low,Good
faaca3b5-212b-4009-9fac-de17d6f9011e,CU001102,80987221470,TW0117,Sms,2468.0,3653.76,-95.0,2024-01-03 22:43:00,True,877.64,4G,False,80987221470,True,22,Wednesday,January,High,Poor
c11ed10b-e579-4c3c-9443-4213d644dbe9,CU000926,80533280000,TW0003,Sms,6710.0,3959.3,-88.0,2024-03-03 08:56:02,False,996.52,4G,False,80533280000,True,8,Sunday,March,High,Fair
af8a063f-d98f-45fe-a8ac-3e4e89a49888,CU000762,80646972700,TW0009,Data,0.0,1711.39,-41.0,2024-01-14 21:39:25,True,195.83,2G,True,80646972700,True,21,Sunday,January,Low,Excellent
d3b8e673-f066-4f99-b66b-effe4feaf277,CU000819,90397278430,UNKNOWN,Sms,26.0,146.76,-45.0,2024-01-31 03:09:55,False,215.0,4G,True,90397278430,True,3,Wednesday,January,Low,Excellent
3a9dc745-a93c-46ec-b521-e560e0bffa44,CU001089,70571179550,TW0052,Voice,319.0,3464.34,-75.0,2024-02-02 11:19:33,True,708.82,3G,True,70571179550,True,11,Friday,February,High,Good
2cf436b5-6d34-4265-a8d6-1178dee54880,CU000419,81675193100,TW0125,Voice,4304.0,751.8,-78.0,2024-06-12 06:48:32,True,436.59,4G,False,81675193100,True,6,Wednesday,June,Medium,Fair
cbc989c7-7f86-44aa-a3f6-beebdf6b9ba7,INVALID_CU992878,90627246360,TW0087,Data,4198.0,2926.02,-79.0,2024-01-08 14:59:54,True,595.66,4G,True,90627246360,True,14,Monday,January,Medium,Fair
934fea07-ab1e-4dfd-a4a7-12d48b7c15af,CU000682,81638129880,TW0054,Voice,637.0,2538.95,-36.0,2024-02-09 18:55:11,False,283.87,3G,True,81638129880,True,18,Friday,February,Low,Excellent
cc18662d-6064-464d-8f26-918fca0c616a,CU001202,70186508980,TW0038,Data,2034.0,2349.69,-57.0,2024-01-16 13:29:57,True,922.02,2G,False,70186508980,True,13,Tuesday,January,High,Good
abc3706d-75ff-4707-9162-6752c440e924,CU000864,77102442100,TW0145,Data,4002.0,1649.46,-77.0,2024-01-08 04:58:49,True,490.82,3G,False,77102442100,True,4,Monday,January,Medium,Fair
48a8675f-f2d4-4212-9405-6af74aaa73a6,CU000754,81622925380,TW0017,Sms,5680.0,1381.53,-39.0,2024-01-13 10:56:53,False,923.63,3G,True,81622925380,True,10,Saturday,January,High,Excellent
a88b9de4-69ae-4d9d-956e-b41398403f9d,CU001348,80669743570,TW0055,Voice,7050.0,2073.81,-75.0,2024-04-01 06:05:30,False,370.56,4G,False,80669743570,True,6,Monday,April,Medium,Good
bcfd60be-c994-47c8-b472-60ee6ad99f33,CU001471,70852033200,TW0041,Voice,0.0,1954.85,-115.0,2024-06-06 16:32:34,False,646.23,2G,True,70852033200,True,16,Thursday,June,Medium,Poor
509f5feb-e450-4531-b56c-67f650e2ca8b,CU000161,77520072700,TW0142,Sms,3026.0,866.06,-84.0,2024-01-13 15:37:02,True,909.65,3G,False,77520072700,True,15,Saturday,January,High,Fair
06db4575-b8d1-4ba1-85da-b4cb552226da,CU001342,90266975470,TW0115,Voice,514.0,3074.69,-84.0,2024-04-25 04:47:00,False,298.98,3G,True,90266975470,True,4,Thursday,April,Low,Fair
5c606fe8-2ab5-4723-8f12-fef2e3a2f812,CU000985,81673506480,TW0104,Voice,5963.0,1534.77,-88.0,2024-04-28 19:50:41,False,518.28,3G,False,81673506480,True,19,Sunday,April,Medium,Fair
ad664d80-edbf-4aa8-9925-fbf60fabfa24,CU001161,81711168920,TW0078,Data,3179.0,3318.76,-88.0,2024-04-08 13:25:19,True,195.98,4G,True,81711168920,True,13,Monday,April,Low,Fair
d271e4f6-1c48-41bd-8433-59738e306fa4,CU001138,81317629150,TW0150,Voice,6596.0,3828.36,-71.0,2024-04-17 18:50:50,True,242.99,3G,False,81317629150,True,18,Wednesday,April,Low,Good
f4354981-86a6-4249-85fc-3483e2fa6e5f,CU001005,70127621870,UNKNOWN,Sms,429.0,1038.94,-49.0,2024-03-10 16:20:31,False,51.46,4G,True,70127621870,True,16,Sunday,March,Low,Excellent
264b6fcf-8b5d-49d0-ad0b-973385dcb4b6,CU001417,90262354400,TW0126,Voice,6384.0,1036.04,-75.0,2024-04-12 04:08:38,False,528.74,4G,False,90262354400,True,4,Friday,April,Medium,Good
